selection_index_1_based,exponent,public_state,source_status,scheduled_shell_count,tested_opportunity_count,small_sieve_survivor_count,base2_prp_survivor_count,factor_q
428,143022829,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2079,327,
429,143022839,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2079,327,
430,143022863,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2148,348,
431,143022889,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2125,372,
432,143023003,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2131,352,
433,143023061,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2153,353,
434,143023189,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2185,336,
435,143023213,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2159,365,
436,143023247,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2220,333,
437,143023351,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2201,360,
438,143023403,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2119,344,
439,143023451,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2212,340,
440,143023501,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2137,345,
441,143023541,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2180,362,
442,143023561,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2114,357,
443,143023577,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2144,338,
444,143023579,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2225,363,
445,143023663,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2164,329,
446,143023709,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2143,372,
447,143023721,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2144,353,
448,143023723,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2147,367,
449,143023883,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2155,335,
450,143023897,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2233,364,
451,143023901,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2202,371,
452,143023921,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2133,349,
453,143024171,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2159,375,
454,143024257,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2185,340,
455,143024339,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2157,343,
456,143024363,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2128,306,
457,143024423,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2151,336,
458,143024449,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2144,338,
459,143024537,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2159,354,
460,143024551,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2132,367,
461,143024591,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2211,361,
462,143024627,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2189,363,
463,143024639,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2162,358,
464,143024729,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2219,380,
465,143024771,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2163,391,
466,143024779,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2141,354,
467,143024801,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2146,350,
468,143024813,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2127,342,
469,143024939,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2260,385,
470,143024941,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2186,345,
471,143024983,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2232,383,
472,143025007,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2183,373,
473,143025133,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2142,348,
474,143025137,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2152,336,
475,143025161,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2211,388,
476,143025229,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2169,345,
477,143025307,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2213,333,
478,143025329,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2200,350,
479,143025427,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2202,351,
480,143025473,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2131,361,
481,143025551,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2169,346,
482,143025613,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2153,330,
483,143025643,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2176,353,
484,143025679,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2174,371,
485,143025719,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2199,378,
486,143025851,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2170,342,
487,143025973,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2134,346,
488,143025989,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2156,339,
489,143026007,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2174,346,
490,143026061,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2152,359,
491,143026087,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2197,338,
492,143026189,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2136,320,
493,143026211,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2109,308,
494,143026229,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2173,369,
495,143026241,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2209,355,
496,143026313,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2089,334,
497,143026361,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2140,378,
498,143026363,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2201,363,
499,143026369,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2177,323,
500,143026427,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2164,338,
501,143026567,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2127,352,
502,143026601,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2153,380,
503,143026603,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2194,373,
504,143026853,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2182,375,
505,143026909,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2214,381,
506,143026937,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2136,318,
507,143026943,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2186,315,
508,143027029,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2137,359,
509,143027039,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2131,363,
510,143027081,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2155,367,
511,143027197,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2173,368,
512,143027233,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2199,367,
513,143027321,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2257,334,
514,143027327,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2177,363,
515,143027419,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2160,377,
516,143027431,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2173,337,
517,143027453,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2200,344,
518,143027461,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2132,367,
519,143027519,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2141,346,
520,143027531,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2216,383,
521,143027663,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2098,342,
522,143027771,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2149,343,
523,143027813,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2140,356,
524,143027837,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2185,374,
525,143027849,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2172,343,
526,143027873,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2207,350,
527,143027881,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2152,336,
528,143027897,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2137,354,
529,143028013,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2176,349,
530,143028023,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2101,326,
531,143028161,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2175,360,
532,143028217,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2140,353,
533,143028233,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2173,341,
534,143028311,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2154,340,
535,143028313,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2180,365,
536,143028517,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2151,367,
537,143028521,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2175,338,
538,143028619,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2166,353,
539,143028629,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2153,356,
540,143028757,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2144,362,
541,143028817,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2175,348,
542,143028857,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2140,351,
543,143028863,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2101,329,
544,143028901,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2081,350,
545,143029043,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2149,337,
546,143029057,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2224,386,
547,143029063,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2167,368,
548,143029303,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2139,359,
549,143029331,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2195,335,
550,143029409,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2163,343,
551,143029427,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2135,358,
552,143029489,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2136,347,
553,143029561,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2188,327,
554,143029717,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2173,369,
555,143029741,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2143,356,
556,143029787,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2105,347,
557,143029793,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2129,350,
558,143029841,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2190,322,
559,143029903,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2198,372,
560,143029919,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2260,421,
561,143029949,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2160,346,
562,143030033,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2116,358,
563,143030131,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2151,360,
564,143030143,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2116,340,
565,143030171,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2148,306,
566,143030273,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2191,373,
567,143030317,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2222,362,
568,143030357,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2183,364,
569,143030389,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2155,351,
570,143030479,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2183,333,
571,143030507,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2121,347,
572,143030533,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2113,325,
573,143030597,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2090,347,
574,143030627,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2139,336,
575,143030749,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2187,383,
576,143030761,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2204,356,
577,143030777,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2172,363,
578,143030821,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2161,341,
579,143030827,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2148,355,
580,143030831,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2228,327,
581,143030977,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2177,345,
582,143031071,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2216,352,
583,143031137,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2190,363,
584,143031143,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2207,353,
585,143031167,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2147,333,
586,143031283,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2189,338,
587,143031311,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2128,352,
588,143031409,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2119,325,
589,143031463,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2135,347,
590,143031467,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2078,350,
591,143031491,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2171,349,
592,143031569,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2196,341,
593,143031589,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2206,363,
594,143031649,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2124,334,
595,143031673,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2176,378,
596,143031793,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2157,369,
597,143031841,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2182,375,
598,143032081,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2210,369,
599,143032117,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2166,357,
600,143032243,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2163,369,
601,143032273,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2191,352,
602,143032333,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2155,367,
603,143032381,SEARCH_INPUT,RADIX2_FIRST_SINGULARITY_SHELL_EXHAUSTED_PRIMALITY_UNASSIGNED,9595,9595,2204,379,
