exponent
143000029
143000047
143000059
143000113
143000147
143000149
143000161
143000167
143000203
143000381
143000629
143000647
143000801
143000881
143000953
143001013
143001031
143001037
143001043
143001083
143001121
143001179
143001259
143001269
143001293
143001343
143001361
143001479
143001503
143001643
143001647
143001731
143001821
143001857
143001877
143001889
143002009
143002099
143002157
143002177
143002259
143002289
143002297
143002309
143002313
143002357
143002399
143002511
143002553
143002637
143002751
143002781
143002837
143002927
143003059
143003183
143003233
143003447
143003453
143003537
143003683
143003723
143003761
143003803
143003821
143003849
143003893
143003909
143003957
143004077
143004101
143004137
143004143
143004163
143004233
143004319
143004343
143004349
143004373
143004401
143004427
143004461
143004647
143004649
143004809
143004871
143004877
143004881
143004893
143004907
143004919
143004937
143004949
143005231
143005249
143005271
143005463
143005483
143005507
143005529
143005549
143005739
143005861
143006011
143006183
143006219
143006263
143006447
143006449
143006467
143006537
143006551
143006629
143006651
143006671
143006723
143006741
143006923
143006989
143007089
143007101
143007199
143007203
143007367
143007373
143007407
143007437
143007499
143007581
143007593
143007707
143007731
143007899
143007901
143008007
143008039
143008051
143008093
143008157
143008207
143008247
143008321
143008331
143008337
143008379
143008399
143008427
143008429
143008499
143008529
143008559
143008601
143008651
143008661
143008699
143008781
143008813
143008843
143008847
143008951
143008969
143008973
143009077
143009089
143009183
143009227
143009341
143009359
143009429
143009621
143009663
143009777
143009809
143009879
143009989
143010019
143010029
143010031
143010181
143010187
143010199
143010209
143010229
143010299
143010383
143010421
143010457
143010467
143010547
143010611
143010643
143010667
143010671
143010697
143010709
143010727
143010767
143010773
143010823
143010863
143010893
143010949
143010961
143011009
143011019
143011201
143011229
143011261
143011273
143011313
143011357
143011367
143011373
143011381
143011523
143011591
143011637
143011643
143011787
143011819
143011987
143011991
143011997
143012017
143012029
143012039
143012087
143012171
143012227
143012273
143012291
143012293
143012341
143012423
143012489
143012503
143012509
143012627
143012761
143012813
143012839
143012887
143012893
143012941
143013001
143013179
143013191
143013223
143013229
143013263
143013439
143013457
143013487
143013683
143013727
143013799
143013821
143013841
143013947
143013961
143014009
143014097
143014103
143014147
143014187
143014243
143014309
143014321
143014331
143014343
143014357
143014369
143014423
143014447
143014481
143014567
143014699
143014757
143014813
143014891
143014981
143015017
143015113
143015161
143015207
143015227
143015281
143015317
143015321
143015381
143015393
143015437
143015563
143015629
143015701
143015707
143015827
143015933
143015959
143015987
143016017
143016089
143016169
143016229
143016301
143016343
143016373
143016421
143016457
143016571
143016589
143016613
143016673
143016677
143016721
143016773
143016823
143016943
143016953
143016977
143016997
143017057
143017279
143017283
143017309
143017363
143017493
143017529
143017561
143017639
143017649
143017789
143017813
143017843
143017909
143017943
143017967
143018063
143018089
143018231
143018287
143018389
143018497
143018503
143018647
143018723
143018741
143018797
143018849
143018879
143019157
143019169
143019179
143019187
143019287
143019367
143019379
143019553
143019559
143019577
143019649
143019659
143019713
143019719
143019749
143019757
143019769
143019781
143019787
143019803
143019913
143019923
143020027
143020061
143020069
143020093
143020109
143020147
143020271
143020301
143020321
143020349
143020357
143020369
143020399
143020433
143020469
143020513
143020519
143020627
143020649
143020667
143020687
143020807
143020903
143020921
143021029
143021173
143021279
143021297
143021327
143021387
143021419
143021453
143021563
143021581
143021743
143021887
143021891
143021951
143022067
143022079
143022091
143022151
143022163
143022167
143022239
143022379
143022389
143022527
143022563
143022587
143022589
143022617
143022661
143022679
143022811
143022829
143022839
143022863
143022889
143023003
143023061
143023189
143023213
143023247
143023351
143023403
143023451
143023501
143023541
143023561
143023577
143023579
143023663
143023709
143023721
143023723
143023883
143023897
143023901
143023921
143024171
143024257
143024339
143024363
143024423
143024449
143024537
143024551
143024591
143024627
143024639
143024729
143024771
143024779
143024801
143024813
143024939
143024941
143024983
143025007
143025133
143025137
143025161
143025229
143025307
143025329
143025427
143025473
143025551
143025613
143025643
143025679
143025719
143025851
143025973
143025989
143026007
143026061
143026087
143026189
143026211
143026229
143026241
143026313
143026361
143026363
143026369
143026427
143026567
143026601
143026603
143026853
143026909
143026937
143026943
143027029
143027039
143027081
143027197
143027233
143027321
143027327
143027419
143027431
143027453
143027461
143027519
143027531
143027663
143027771
143027813
143027837
143027849
143027873
143027881
143027897
143028013
143028023
143028161
143028217
143028233
143028311
143028313
143028517
143028521
143028619
143028629
143028757
143028817
143028857
143028863
143028901
143029043
143029057
143029063
143029303
143029331
143029409
143029427
143029489
143029561
143029717
143029741
143029787
143029793
143029841
143029903
143029919
143029949
143030033
143030131
143030143
143030171
143030273
143030317
143030357
143030389
143030479
143030507
143030533
143030597
143030627
143030749
143030761
143030777
143030821
143030827
143030831
143030977
143031071
143031137
143031143
143031167
143031283
143031311
143031409
143031463
143031467
143031491
143031569
143031589
143031649
143031673
