exponent
143031793
143031841
143032081
143032117
143032243
143032273
143032333
143032381
143032429
143032447
143032517
143032541
143032597
143032783
143032823
143032913
143033183
143033243
143033299
143033333
143033419
143033467
143033477
143033647
143033669
143033809
143033911
143033923
143033927
143033993
143034013
143034167
143034191
143034233
143034259
143034323
143034371
143034389
143034433
143034443
143034499
143034517
143034533
143034547
143034559
143034571
143034607
143034649
143034673
143034803
143034847
143034949
143034971
143034973
143035033
143035049
143035223
143035253
143035313
143035339
143035351
143035357
143035483
143035489
143035559
143035649
143035709
143035729
143035733
143035901
143035903
143035927
143035951
143036039
143036213
143036251
143036269
143036441
143036477
143036483
143036627
143036629
143036683
143036911
143036917
143036939
143036981
143037029
143037047
143037107
143037127
143037157
143037247
143037281
143037341
143037353
143037383
143037413
143037457
143037551
143037749
143037809
143037827
143037887
143037959
143038013
143038097
143038109
143038117
143038139
143038151
143038177
143038373
143038409
143038447
143038453
143038471
143038487
143038529
143038547
143038603
143038711
143038793
143038939
143038967
143038993
143039009
143039167
143039213
143039219
143039243
143039311
143039317
143039329
143039557
143039641
143039647
143039681
143039779
143039899
143039903
143039917
143040047
143040077
143040119
143040199
143040433
143040523
143040581
143040593
143040613
143040637
143040719
143040757
143040761
143040763
143040967
143041051
143041183
143041211
143041219
143041259
143041267
143041307
143041411
143041433
143041441
143041567
143041603
143041793
143041817
143041867
143041909
143042059
143042357
143042411
143042527
143042561
143042569
143042579
143042591
143042651
143042657
143042677
143042717
143042729
143042747
143042821
143042873
143042881
143042909
143042951
143043023
143043059
143043119
143043181
143043217
143043293
143043319
143043323
143043377
143043391
143043569
143043581
143043587
143043743
143043749
143043779
143043809
143043821
143043833
143043851
143043881
143043917
143044003
143044043
143044123
143044177
143044361
143044373
143044411
143044543
143044669
143044679
143044709
143044753
143044771
143044903
143044973
143045029
143045059
143045213
143045233
143045321
143045489
143045629
143045659
143045681
143045689
143045723
143045743
143045767
143045831
143045989
143045999
143046061
143046173
143046413
143046439
143046443
143046511
143046539
143046623
143046671
143046751
143046811
143046899
143046919
143047081
143047087
143047147
143047243
143047259
143047381
143047493
143047519
143047529
143047579
143047651
143047721
143047777
143047783
143047873
143047921
143047973
143048023
143048051
143048077
143048107
143048177
143048209
143048249
143048261
143048299
143048333
143048341
143048369
143048393
143048441
143048459
143048461
143048567
143048597
143048681
143048699
143048767
143048779
143048821
143049037
143049143
143049253
143049307
143049323
143049377
143049449
143049481
143049503
143049527
143049553
143049607
143049637
143049671
143049701
143049707
143049763
143049847
143049853
143049901
143049913
143049989
143050007
143050099
143050109
143050181
143050253
143050351
143050423
143050463
143050499
143050543
143050667
143050711
143050811
143050819
143050889
143050891
143050993
143051011
143051023
143051179
143051201
143051219
143051263
143051327
143051417
143051443
143051449
143051477
143051533
143051599
143051737
143051819
143051833
143051921
143051939
143052023
143052029
143052079
143052109
143052211
143052241
143052289
143052337
143052379
143052401
143052431
143052509
143052527
143052557
143052607
143052643
143052659
143052713
143052743
143052761
143052769
143052887
143052953
143052967
143052971
143052983
143053019
143053051
143053061
143053091
143053187
143053199
143053213
143053319
143053321
143053409
143053423
143053439
143053481
143053567
143053579
143053591
143053627
143053639
143053681
143053693
143053709
143053751
143053817
143053849
143053901
143053909
143053921
143053969
143054017
143054047
143054123
143054143
143054159
143054209
143054257
143054267
143054381
143054393
143054633
143054647
143054707
143054771
143054803
143054953
143054969
143055037
143055043
143055083
143055089
143055151
143055229
143055247
143055343
143055349
143055509
143055581
143055587
143055599
143055823
143055889
143055907
143055931
143055947
143055961
143055989
143056013
143056033
143056049
143056183
143056201
143056259
143056321
143056369
143056387
143056519
143056549
143056663
143056679
143056741
143056817
143056981
143057027
143057069
143057231
143057267
143057347
143057461
143057641
143057647
143057659
143057741
143057857
143057921
143058103
143058109
143058127
143058151
143058191
143058193
143058299
143058439
143058449
143058527
143058577
143058649
143058709
143058779
143058803
143058907
143058913
143058989
143059013
143059051
143059093
143059157
143059219
143059229
143059331
143059351
143059393
143059421
143059429
143059439
143059447
143059529
143059559
143059669
143059691
143059703
143059717
143059727
143059751
143059799
143059801
143059831
143059877
143059897
143060153
143060173
143060221
143060227
143060261
143060419
143060501
143060507
143060513
143060551
143060573
143060587
143060609
143060639
143060737
143060761
143060779
143060791
143060909
143060941
143060969
143061019
143061029
143061131
143061293
143061407
143061419
143061547
143061733
143061757
143061799
143061847
143061883
143061899
143061929
143061967
143061973
143061979
143062033
143062111
143062187
143062207
143062223
143062253
143062289
143062301
143062321
143062397
143062471
143062477
143062511
143062573
143062583
143062589
143062649
143062651
143062663
143062747
143062753
143062807
143062949
143062993
143063153
143063231
143063251
143063299
143063303
143063383
143063411
143063489
143063491
143063507
143063603
143063639
143063741
143063803
143063927
143063953
143063969
143064001
143064007
143064017
143064041
143064113
143064169
143064199
143064223
143064263
143064289
143064329
143064403
143064443
143064613
143064751
143064811
143065123
143065261
143065289
143065309
143065399
143065423
143065487
143065511
143065519
143065579
143065669
143065799
143065817
143065831
143065907
143066009
143066089
143066113
143066129
143066171
143066177
143066191
143066263
143066267
143066303
143066347
143066387
143066453
143066549
143066629
143066659
143066741
143066921
143066993
143067031
143067101
143067181
143067191
143067227
143067259
143067437
143067541
143067559
143067569
143067607
143067629
143067689
143067857
143067907
143067931
143067959
143068117
143068207
143068403
143068433
143068547
143068591
143068691
143068703
143068747
143068883
143068909
143069021
143069111
143069153
143069239
143069327
143069389
143069447
143069599
143069659
143069699
143069741
143069747
143069767
143069863
143069893
143069917
143070007
143070017
143070023
143070029
143070061
143070121
143070127
143070217
143070227
143070293
143070299
143070413
143070541
143070563
143070593
143070619
143070821
143070883
143070887
143070899
143070937
143070959
143071039
143071057
143071069
143071127
143071183
143071213
143071259
143071261
143071351
143071367
143071373
143071393
143071421
143071483
143071531
143071543
143071559
143071573
143071667
143071823
143071931
143072053
143072077
143072141
143072177
143072203
143072317
143072383
143072539
143072549
143072569
143072681
143072711
143072723
143072801
143072861
143072887
143072933
143072957
143072987
143073101
143073113
143073137
143073143
143073163
143073181
143073193
143073223
143073319
143073349
143073433
143073473
143073589
143073701
143073713
143073767
143073769
143073881
143073913
143074003
143074013
143074027
143074067
143074117
143074249
143074273
143074289
143074307
143074387
143074403
143074549
143074553
143074619
143074621
143074637
143074741
143074759
143074787
143074901
143074957
143074969
143075039
143075057
143075071
143075087
143075129
143075167
143075327
143075423
143075459
143075497
143075507
143075551
143075593
143075717
143075837
143075923
143075957
143075987
143076083
143076127
143076221
143076391
143076407
143076473
143076509
143076559
143076599
143076653
143076851
143076887
143076907
143076931
143077001
143077031
143077063
143077069
143077127
143077169
143077199
143077289
143077327
143077393
143077439
143077531
143077579
143077691
143077721
143077799
143077801
143077829
143077969
143078129
143078263
143078311
143078437
143078449
143078557
143078603
143078651
143078659
143078687
143078723
143078743
143078821
143078867
143078891
143078893
143078909
143078939
143078941
143079047
143079061
143079077
143079109
143079169
143079173
143079239
143079247
143079283
143079323
143079427
143079439
143079449
143079487
143079553
143079611
143079653
143079679
143079719
143079751
143079817
143079829
143079857
143079869
143079917
143079943
143079949
143079967
143080009
143080027
143080181
143080207
143080271
143080349
143080433
143080477
143080501
143080513
143080523
143080547
143080633
143080649
143080783
143080913
143080919
143080957
143081287
143081311
143081329
143081467
143081507
143081593
143081641
143081671
143081713
143081777
143081779
143081839
143081879
143081881
143081987
143082001
143082029
143082059
143082067
143082101
143082127
143082133
143082187
143082209
143082223
143082227
143082239
143082281
143082301
143082307
143082343
143082377
143082473
143082691
143082757
143082809
143082991
143083001
143083079
143083111
143083121
143083151
143083163
143083307
143083561
143083739
143083741
143083753
143083757
143084017
143084023
143084113
143084147
143084167
143084233
143084299
143084323
143084363
143084413
143084479
143084483
143084549
143084647
143084659
143084671
143084713
143084743
143084803
143084917
143084947
143085079
143085331
143085421
143085427
143085469
143085581
143085703
143085721
143085769
143085773
143085793
143085823
143085883
143085893
143086019
143086091
143086133
143086199
143086219
143086247
143086267
143086423
143086487
143086553
143086561
143086621
143086627
143086633
143086651
143086721
143086799
143086897
143086913
143086949
143086973
143087023
143087033
143087069
143087107
143087303
143087327
143087353
143087377
143087489
143087561
143087591
143087677
143087743
143087797
143087809
143087831
143087837
143087891
143087927
143087983
143088007
143088067
143088149
143088347
143088353
143088437
143088469
143088559
143088679
143088713
143088721
143088787
143088793
143088809
143088863
143088917
143089081
143089117
143089217
143089229
143089253
143089321
143089447
143089487
143089501
143089523
143089547
143089669
143089673
143089717
143089801
143089907
143089943
143089967
143089993
143090009
143090047
143090053
143090113
143090117
143090183
143090333
143090341
143090357
143090447
143090461
143090473
143090527
143090677
143090693
143090741
143090791
143090867
143091031
143091103
143091131
143091197
143091233
143091437
143091463
143091511
143091623
143091643
143091701
143091709
143091721
143091731
143091761
143091769
143091799
143091847
143091859
143091881
143091919
143092127
143092133
143092139
143092163
143092171
143092231
143092237
143092291
143092303
143092307
143092309
143092423
143092471
143092657
143092669
143092793
143092823
143092843
143092909
143092967
143093021
143093053
143093177
143093201
143093273
143093339
143093381
143093387
143093443
143093507
143093591
143093593
143093597
143093633
143093683
143093711
143093831
143093927
143093963
143094019
143094031
143094113
143094143
143094199
143094251
143094307
143094311
143094443
143094449
143094487
143094617
143094641
143094703
143094869
143094979
143095027
143095067
143095093
143095097
143095201
143095217
143095219
143095231
143095313
143095331
143095333
143095387
143095427
143095429
143095439
143095571
143095649
143095717
143095723
143095759
143095793
143095847
143095877
143095937
143095999
143096017
143096101
143096119
143096197
143096257
143096267
143096333
143096347
143096357
143096441
143096537
143096677
143096783
143096801
143096831
143096867
143096981
143097079
143097091
143097161
143097217
143097221
143097247
143097373
143097473
143097497
143097523
143097553
143097583
143097701
143097817
143097821
143097883
143097931
143098001
143098091
143098147
143098199
143098213
143098223
143098229
143098237
143098261
143098271
143098327
143098343
143098421
143098457
143098489
143098601
143098643
143098649
143098771
143098819
143098831
143098871
143098961
143099041
143099057
143099083
143099087
143099101
143099197
143099207
143099381
143099477
143099519
143099549
143099617
143099711
143099753
143099771
143099941
143099969
